fecha,origen,destino,envios,pallets,trailers,tortons,capacidad,ocupacion,horas_transito,hora_salida,llegada_hora,llegada_dia,km,costo,costo_por_pqt,km_real,km_final,costo_real
2023-06-23,Villahermosa,Mérida,9,1,0,1,14,0.07142857142857142,,05:00,,,,,,559.5,559.5,22380.0
2023-06-23,Villahermosa,Playa,7,1,0,1,14,0.07142857142857142,,05:00,,,,,,841.7,841.7,33668.0
2023-06-23,Villahermosa,Tuxtla Gutierrez,12,1,0,1,14,0.07142857142857142,5.5,05:00,10:30,0.0,330.0,13200.0,1100.0,243.1,243.1,9724.0
2023-06-23,Villahermosa,Villahermosa,11,1,0,1,14,0.07142857142857142,,05:00,,,,,,,,
2023-06-24,Cancun,Campeche,1,1,0,1,14,0.07142857142857142,8.5,16:30,01:00,1.0,510.0,20400.0,20400.0,475.8,475.8,19032.0
2023-06-24,Cancun,Cancun,2,1,0,1,14,0.07142857142857142,1.0,16:30,17:30,0.0,60.0,2400.0,1200.0,,60.0,2400.0
2023-06-24,Cancun,Mérida,8,1,0,1,14,0.07142857142857142,4.66666666666667,16:30,21:10,0.0,280.00000000000017,11200.000000000007,1400.000000000001,303.2,303.2,12128.0
2023-06-24,Cancun,Playa,3,1,0,1,14,0.07142857142857142,,16:30,,,,,,68.2,68.2,2728.0
2023-06-24,Cancun,Tuxtla Gutierrez,1,1,0,1,14,0.07142857142857142,,16:30,,,,,,1101.4,1101.4,44056.0
2023-06-24,Cancun,Villahermosa,1,1,0,1,14,0.07142857142857142,,16:30,,,,,,859.6,859.6,34384.0
2023-06-24,Mérida,Campeche,427,8,0,1,14,0.5714285714285714,2.91666666666667,22:30,01:25,1.0,175.0000000000002,7000.000000000008,16.39344262295084,176.5,176.5,7060.0
2023-06-24,Mérida,Cancun,1234,21,1,0,28,0.75,6.125,22:30,04:37,1.0,367.5,22050.0,17.86871961102107,303.4,303.4,18204.0
2023-06-24,Mérida,Chetumal,328,6,0,1,14,0.42857142857142855,6.5,22:30,05:00,1.0,390.0,15600.0,47.5609756097561,383.9,383.9,15356.0
2023-06-24,Mérida,Ciudad del Carmen,214,4,0,1,14,0.2857142857142857,7.0,22:30,05:30,1.0,420.0,16800.0,78.50467289719626,383.0,383.0,15320.0
2023-06-24,Mérida,Mérida,1382,24,1,0,28,0.8571428571428571,0.666666666666667,22:30,23:10,0.0,40.000000000000014,2400.000000000001,1.7366136034732278,,40.000000000000014,2400.000000000001
2023-06-24,Mérida,Playa,128,3,0,1,14,0.21428571428571427,7.0,22:30,05:30,1.0,420.0,16800.0,131.25,287.8,287.8,11512.0
2023-06-24,Mérida,Tuxtla Gutierrez,191,4,0,1,14,0.2857142857142857,14.0,22:30,12:30,1.0,840.0,33600.0,175.91623036649216,802.1,802.1,32084.0
2023-06-24,Mérida,Villahermosa,191,4,0,1,14,0.2857142857142857,9.0,22:30,07:30,1.0,540.0,21600.0,113.08900523560209,560.3,560.3,22412.0
2023-06-24,Tapachula,Mérida,1,1,0,1,14,0.07142857142857142,,21:00,,,,,,1119.4,1119.4,44776.0
2023-06-24,Tepotzotlan,Campeche,691,12,0,1,14,0.8571428571428571,21.0,20:30,17:30,1.0,1260.0,50400.0,72.93777134587555,1187.8,1187.8,47512.0
2023-06-24,Tepotzotlan,Cancun,1999,34,1,1,42,0.8095238095238095,27.0,20:30,23:30,1.0,1620.0,162000.0,81.04052026013007,1663.2,1663.2,166320.0
2023-06-24,Tepotzotlan,Chetumal,494,9,0,1,14,0.6428571428571429,26.0,20:30,22:30,1.0,1560.0,62400.0,126.3157894736842,1380.4,1380.4,55216.0
2023-06-24,Tepotzotlan,Ciudad del Carmen,888,15,1,0,28,0.5357142857142857,17.8,20:30,14:18,1.0,1068.0,64080.0,72.16216216216216,982.9,982.9,58974.0
2023-06-24,Tepotzotlan,Mérida,2098,35,1,1,42,0.8333333333333334,24.86664,20:30,21:21,1.0,1491.9984,149199.84,71.11527168732125,1365.4,1365.4,136540.0
2023-06-24,Tepotzotlan,Playa,1623,28,1,0,28,1.0,28.0,20:30,00:30,2.0,1680.0,100800.0,62.10720887245841,1647.6,1647.6,98856.0
2023-06-24,Tepotzotlan,Tuxtla Gutierrez,5228,88,3,1,98,0.8979591836734694,14.8333333333333,20:30,11:19,1.0,889.999999999998,195799.99999999956,37.452180566182015,887.5,887.5,195250.0
2023-06-24,Tepotzotlan,Villahermosa,6170,103,4,0,112,0.9196428571428571,14.6837777777778,22:30,13:11,1.0,881.026666666668,211446.4000000003,34.2700810372772,804.5,804.5,193080.0
2023-06-24,Villahermosa,Cancun,6,1,0,1,14,0.07142857142857142,,05:00,,,,,,857.3,857.3,34292.0
2023-06-24,Villahermosa,Chetumal,1,1,0,1,14,0.07142857142857142,,05:00,,,,,,575.9,575.9,23036.0
2023-06-24,Villahermosa,Ciudad del Carmen,1,1,0,1,14,0.07142857142857142,3.5,05:00,08:30,0.0,210.0,8400.0,8400.0,177.1,177.1,7084.0
2023-06-24,Villahermosa,Mérida,6,1,0,1,14,0.07142857142857142,,05:00,,,,,,559.5,559.5,22380.0
2023-06-24,Villahermosa,Playa,4,1,0,1,14,0.07142857142857142,,05:00,,,,,,841.7,841.7,33668.0
2023-06-24,Villahermosa,Tuxtla Gutierrez,7,1,0,1,14,0.07142857142857142,5.5,05:00,10:30,0.0,330.0,13200.0,1885.7142857142858,243.1,243.1,9724.0
