fecha,proceso,origen,destino,envios
24-Jun-23,RETURNS XD OUT,Mérida,Villahermosa,1
24-Jun-23,XD OUT,Mérida,Villahermosa,3
24-Jun-23,FULL OUT,Mérida,Villahermosa,187
24-Jun-23,XD OUT V4,Tepotzotlan,Villahermosa,1
24-Jun-23,RETURNS XD OUT,Tepotzotlan,Villahermosa,4
24-Jun-23,FULL OUT,Tepotzotlan,Villahermosa,276
24-Jun-23,FULL OUT,Tepotzotlan,Villahermosa,335
24-Jun-23,XD OUT,Tepotzotlan,Villahermosa,825
24-Jun-23,FULL OUT,Tepotzotlan,Villahermosa,1986
24-Jun-23,XD OUT V4,Tepotzotlan,Villahermosa,2743
